"Nom scientifique";"Numéro CAS";"Numéro CIPAC"
"Iodure de césium";7789-17-5;232-145-2
"Iodate de potassium";7758-05-6;231-831-9
"Métapériodate de sodium";7790-28-5;232-197-6
"Acide Iodique";7782-68-5;231-962-1
"Iodure de calcium";10102-68-8;233-276-8
"Iodure de cuivre(I)";7681-65-4;231-674-6
"Dichlorure de manganèse";7773-01-5;231-869-6
"Sulfate de manganèse(II)";7785-87-7;232-089-9
"Acétate de strontium";543-94-2;208-854-8
"Chlorure de strontium";10476-85-4;233-971-6
"Fluorure de strontium";7783-48-4;232-000-3
"Hydroxyde de strontium";18480-07-4;242-367-1
"Nitrate de strontium";10042-76-9;233-131-9
"Oxyde de strontium";1314-11-0;215-219-9
"Péroxyde de strontium";1314-18-7;215-224-6
"Phosphate de strontium";7446-28-8;
"Sulfure de strontium";1314-96-1;215-249-2
1,6-Dinitropyrène;42397-64-8;
1,8-Dinitropyrène;42397-65-9;
2-Nitrofluorène;607-57-8;
4-Chloro-o-phénylènediamine;95-83-0;
4-NITROPYRENE;57835-92-4;
5-METHYLCHRYSENE;3697-24-3;
5-NITROACENAPHTHENE;602-87-9;
6-NITROCHRYSENE;7496-02-8;
"Acide arsénieux";13464-58-9;
"Chromate de calcium";13765-19-0;237-366-8
Cupferron;135-20-6;205-183-2
"Diéthanolamine  ";11-42-2;
"3,3'-(4,4'-Biphényldiyldi-2,1-diazènediyl)bis(5-amino-4-hydroxy-2,7-naphtalènedisulfonate) de tétrasodium";2602-46-2;220-012-1
"Direct Brown 95 (technical grade)";16071-86-6;240-221-1
"Phosphate de plomb";7446-27-7;
"Subacétate de plomb";1335-32-6;215-630-3
"Monoxyde de manganèse";1344-43-0;215-695-8
"Sulfate de manganèse (II)";7787-87-7;
"Potassium permanganate";7724-64-7;
"Di(2,4-cyclopentadiénide) de nickel(2+)";1271-28-9;215-039-0
p-Nitrosodiphénylamine;156-10-5;427-700-2
"Sodium hydroxide";1310-73-2;
"Trioxyde de soufre";7446-71-9;
"Chromate de lithium";14307-35-8;238-244-7
"Sulfate de nickel hexahydraté";10101-97-0;600-152-3
"Sulfure de nickel";11113-75-0;234-349-7
"Dinitrate de nickel hexahydraté";13478-00-7;603-868-4
"Carbonate de nickel basique";12607-70-4;235-715-9
"Bisulfate d'ammonium";7803-63-6;232-265-5
Tribénuron;106040-48-6;600-714-8
Cléthodim;110429-62-4;619-396-7
"Comonomère diglycidyle éther de tétraméthyl bisphénol F";113693-69-9;
4-Hydroxybenzophénone;1137-42-4;214-507-1
Déméthyldanofloxacine;119478-55-6;638-813-3
"Palmitate d'ascorbyle";137-66-6;205-305-4
Profoxydime;139001-49-3;604-105-8
"Phosphate de tylosine";1405-53-4;215-779-4
"Tartrate de tylosine";1405-54-5;215-781-5
Patuline;149-29-1;205-735-2
Tepraloxydim;149979-41-9;604-715-4
"1,2-Cyclohexanedicarboxylate de bis(7-méthyloctyle)";166412-78-8;431-890-2
Zéaralénone;5975-78-0;
4-Méthyl-3,5-dinitroaniline;19406-51-0;621-857-2
Monensin;22373-78-0;244-941-7
Phenthoate;2597-03-7;219-997-0
"Hydrogénocarbonate de potassium";298-14-6;206-059-0
"Ochratoxine A";303-47-9;206-143-7
Diclofop;40843-25-2;
Coumestrol;479-13-0;
lycopène;502-65-8;
(S)-(+)-Ibuprofène;51146-56-6;
(R)-(-)-Ibuprofène;51146-57-7;
"GLDA Na4 (sel tétrasodique de l'acide N-N diacétique glutamique)";51981-21-6;257-573-7
2-isopropylthioxanthone;5495-84-1;226-827-9
"Amitrole (Aminotriazole)";61-82-6;
"Diméthyl polysiloxane (E 900)";63148-62-9;
"Polymères d'oxyde d'éthylène condensés sur les alcools gras (alcool d'alkyl (C9-C11) éthoxylés";68439-46-3;614-482-0
Chlorméquat;7003-89-6;
Chlorfluazuron;71422-67-8;
Fomésafène;72178-02-2;
Germanium;7440-56-4;231-164-3
"Acétylcitrate de tributyle (ATBC)";77-90-7;201-067-0
"lécithine de tournesol (E 322)";8060-28-4;232-504-3
1,3-Diméthylimidazolidine-2-one;80-73-9;201-304-8
Isofenphos-méthyle;99675-03-3;
"Octaborate de disodium tétrahydraté";12008-41-2;234-541-0
"Octaborate disodique tétrahydraté";12280-03-4;602-894-3
"Valproate de sodium";1069-66-5;213-961-8
Cylindrospermopsine;143545-90-8;802-929-4
(3Z)-3-Benzylidène-1,7,7-triméthylbicyclo[2.2.1]heptan-2-one;15087-24-8;239-139-9
N,N-Diméthylsulfamide;3984-14-3;
"Trisulfure d'antimoine";1345-04-6;215-713-4
"Pentachlorure d'antimoine";7647-18-9;231-601-8
"Chlorure d'oxyde d'antimoine";12182-69-3;235-347-9
"Tribromure d'antimoine";7789-61-9;232-179-8
"Trifluorure d'antimoine";7783-56-4;232-009-2
Bêta-cyperméthrine;65731-84-2;265-898-0
Théta-cyperméthrine;71697-59-1;
Zêta-cyperméthrine;97955-44-7;619-306-6
BZ;6581-06-2;
Allyltrichlorosilane;107-37-9;203-485-9
Amyltrichlorosilane;107-72-2;203-515-0
"Isocyanate d'éthyle";109-90-0;203-717-9
Octadécyltrichlorosilane;112-04-9;203-930-7
Tétrafluoroéthène;116-14-3;204-126-9
"Phosphate de Sodium";12058-85-4;
"Phosphure de strontium";12504-13-1;
"Pentafluorure de chlore";13637-63-3;237-123-6
"Chlorure de brome";13863-41-7;237-601-4
Trichloro(propyl)silane;141-57-1;205-489-6
"Phosphorodichloridate d'éthyle";1498-51-7;216-099-0
Trichloro(chlorométhyl)silane;1558-25-4;216-316-9
1,1,1,2,2,3,3,4,4-Nonafluoro-4-méthoxybutane;163702-07-6;605-339-3
1,1,1,2,2,3,3,4,4-Nonafluoro-4-méthoxybutane;163702-08-7;605-340-9
Dichloro(diéthyl)silane;1719-53-5;217-005-0
"Phosphure de potassium";20770-41-6;244-021-5
Dichlorophényltrichlorosilane;27137-85-5;248-254-3
"Chlorure de triméthylacétyle";3282-30-2;221-921-6
"Agent GF";329-99-7;
Dodécyltrichlorosilane;4484-72-4;
Octyltrichlorosilane;5283-66-9;226-112-1
Nonyltrichlorosilane;5283-67-0;
"Lewisite 1, including mixtures with Lewisite 2 (CAS No. 40334-69-8) and Lewisite 3 (CAS No. 40334-70-1)";40334-69-8;
"Lewisite 1, including mixtures with Lewisite 2 (CAS No. 40334-69-8) and Lewisite 3 (CAS No. 40334-70-1)";40334-70-1;
"Jet Fuel (JP-8)";70892-10-3;
Butyltrichlorosilane;7521-80-4;
"hexafluorure de Tellure";7783-80-4;
"Trifluorure de brome";7787-71-5;
Isobutyronitrile;78-82-0;201-147-5
Hexyltrichlorosilane;928-65-4;
2-Chloro-N-(2-chloroéthyl)-N-méthyléthanamine;51-75-2;
Méthyldichloroarsine;593-89-5;
"Phényl dichloroarsine";696-28-6;
"Chloroformiate d'allyle";2937-50-0;220-916-6
"Carbonochloridate de sec-butyle";17462-58-7;241-475-6
2-Éthylhéxylchloroformate;24468-13-1;246-278-9
2-Chloro-N,N-bis(2-chloroéthyl)éthanamine;555-77-1;
Adamsite;578-94-9;
"Carbonochloridothioate de S-éthyle";2941-64-2;220-928-1
Abrine;1393-62-0;
"Poly(butyral de vinyle)";27360-07-2;608-089-3
"Acide acétique, ester de 2-propényle";591-87-7;
"Acétate de lithium";546-89-4;208-914-3
"Acide acétique, sel de manganèse(2+), tétrahydraté";6156-78-1;
"Acide acétique, sel de manganèse(II) (2:1)";638-38-0;211-334-3
"Acétone thiosemicarbazide";1752-30-3;217-137-9
Acétone-d6;666-52-4;
(2H3)Acétonitrile;2206-26-0;218-616-5
1-Hydroxyacétone;116-09-6;204-124-8
"Acétylcitrate de triéthyle";77-89-4;201-066-5
"Acétylaminofluorène, 2-";53-96-3;
2-Acétylaminofluorénone;3096-50-2;668-194-5
"N,N'-Méthylènebisacrylamide - acrylamide (1:1)";25034-58-6;
"Chlorure d'Acryloyle";814-68-6;212-399-0
"Acide hexanedioïque, polymère";68609-57-4;
"Disodium Laureth-9 Sulfosuccinate";39354-45-5;
"Alamine 336";68814-95-9;272-347-8
2,2'-Disulfanediyldipyridine;2127-03-9;218-343-1
"Composés d'ammonium quaternaire, tri(C8-10)-alkylméthyl-, chlorures)";63393-96-4;264-120-7
Alizarine;72-48-0;200-782-5
"Carmin d'alizarine";130-22-3;204-981-8
"Alcanes, C4-C12";68333-81-3;269-792-5
Alkylamines;63231-48-1;
"Chlorure d'alkyldiméthylbenzyl ammonium (C12-C18)";68391-01-5;
Allène;463-49-0;207-335-3
3-[(2-Chloroéthyl)sulfanyl]-1-propène;19155-35-2;
"Bromure d'allyle";106-95-6;203-446-6
Allyl(bromo)magnésium;1730-25-2;217-046-4
2-[(1S)-4-Méthyl-3-cyclohexén-1-yl]-2-propanol;10482-56-1;233-986-8
"Acide DL-mandélique";611-72-3;
"Aluminum acétate";7360-44-3;
"Carbure d'aluminium";1299-86-1;215-076-2
"Trichlorure d'aluminium hexahydraté";7784-13-6;
"Aluminum grey LB";12218-95-0;235-404-8
"Hexafluorosilicate d'aluminium";17099-70-6;241-170-8
"Oxyde d'aluminium hydraté";1333-84-2;603-739-2
"Sulfate d'aluminium et de potassium, dodécahydraté";7784-24-9;
"Tris(dihydrogénophosphate) d'aluminium";13530-50-2;236-875-2
"Aluminum yellow 4A";10343-58-5;233-748-3
"Isopropylate d'aluminium(III)";555-31-7;209-090-8
"Nitrate d'aluminium";13473-90-0;236-751-8
"Nitrate d'aluminium(III) nonahydraté";7784-27-2;
"Silicate d'aluminum (III)";1302-76-7;215-106-4
"Acide amino-1,3-naphtalènedisulfonique, 7-";86-65-7;
3-Amino-1-propanol;156-87-6;205-864-4
1-Amino-2-méthyl-2-propanol;2854-16-2;803-530-8
"Amino-4,6-dinitrotoluène, 2-";35572-78-2;
"Aminoacétaldéhyde diéthyl acétal";645-36-3;
2,2-Diméthoxyéthanamine;22483-09-6;245-026-5
"Acide p-aminobenzoique";150-13-0;205-753-0
4-[Diéthoxy(méthyl)silyl]-1-butanamine;3037-72-7;221-236-2
"Aminoéthoxy)éthanol, 2-(2-";929-06-6;213-195-4
"Diphénylborinate de 2-aminoéthyle";524-95-8;
3-Heptylamine;28292-42-4;248-940-2
"Sulfate de guanylurée";591-01-5;
"Aminophénol, m-";591-27-5;209-711-2
4-Aminopropiophénone;70-69-9;
3-[Diéthoxy(méthyl)silyl]-1-propanamine;3179-76-8;221-660-8
2-Aminopyrazine;5049-61-6;
"Amiton oxalate";3734-97-2;
O,O-diéthyl-S-(2-diéthylaminoéthyl)thiophosphate;78-53-5;
(2H3)Ammoniac;13550-49-7;236-926-9
"Fluorure d'aluminium et d'ammonium";7784-19-2;
"Benzoate d'ammonium";1863-63-4;217-468-9
"Bromure d'ammonium";12124-97-9;235-183-8
"Carbamate d'ammonium";1111-78-0;214-185-2
"Chromate d'ammonium";7788-98-9;
"Citrate d'ammonium";7632-50-0;
"Sulfate ferreux d'ammonium hexahydraté";7783-85-9;
"Fluoroborate d'ammonium";13826-83-0;237-531-4
"Hexachlorohydrate d'ammonium (III)";29796-57-4;623-642-9
"Hexafluorosilicate de diammonium";16919-19-0;240-968-3
Azane;37541-72-3;
"Iodure d'ammonium";12027-06-4;234-717-7
"Lactate d'ammonium";515-98-0;
"Sulfonate de lignine d'ammonium";8061-53-8;
"Heptamolybdate d'ammonium tétrahydraté";12054-85-2;
"Monomolybdate d'ammonium";13106-76-8;236-031-3
"Molybdophosphate d'ammonium";12026-66-3;234-714-0
"Sulfate d'ammonium et de nickel anhydre";15699-18-0;239-793-5
"Oxalate d'ammonium monohydraté";5972-73-6;
"Oxalate d'ammonium";6009-70-7;
"Pentaborate d'ammonium";12007-89-5;234-521-1
"Permanganate d'ammonium";13446-10-1;
"Polyacrylate d'ammonium";9003-03-6;
"Sulfite d'ammonium";10196-04-0;233-484-9
"Sulfite d'ammonium monohydraté";7783-11-1;
"Tartrate d'Ammonium";14307-43-8;238-245-2
"Tartrate d'ammonnium";3164-29-2;221-618-9
"Tungstate d'ammonium";11120-25-5;234-364-9
"Vanadate d'ammonium";7803-55-6;232-261-3
"Bromure de tétraéthylammonium";71-91-0;200-769-4
"Bromure de tétraméthylammonium";64-20-0;
1-Pentylamine;110-58-7;203-780-2
"4,8-Diamino-1,5-dihydroxy-9,10-dioxo-9,10-dihydro-2,6-anthracènedisulfonate de disodium";2861-02-1;220-678-3
"Hydroxyde d'antimoine";39349-74-1;
"Pentasulfure d'antimoine";1315-04-4;215-255-5
"Tartrate de potassium et d'antimoine";28300-74-5;608-190-2
"Antimycin A";1397-94-0;634-284-8
"Antioxidant G-16";61373-87-3;
"acide nitrique;trichlorhydrate";8007-56-5;
Ascarite;81133-20-2;
Ascaridole;512-85-6;
"Homopolymère d'aziridine";9002-98-6;
"Sulfonate de diphénylamine de baryum";6211-24-1;
"Hydrogénophosphate de baryum";10048-98-3;233-159-1
"Hydroxyde de baryum octahydraté";12230-71-6;602-490-7
"Métaborate de baryum";13701-59-2;237-222-4
"Nitrite de baryum";13465-94-6;236-709-9
"Permanganate de baryum";7787-36-2;
"Phosphate de barium";13466-20-1;236-715-1
"Stéarate de baryum";6865-35-6;
Benzamide;55-21-0;
"Benzénamine, sulfate (2:1)";542-16-5;
Benzène-d6;1076-43-3;214-061-8
"Chlorure d'acide benzènesulfonique";98-09-9;202-636-6
"Acide benzènesulfonique, 4-chloro";98-66-8;202-690-0
"Acide 5-chloro-2-hydroxybenzènesulfonique";2051-65-2;
4,11,17,20,25,28-Hexaoxa-1,14-diazatricyclo[12.8.8.05,10]triaconta-5,7,9-triène;31250-18-7;250-532-4
"Oxime de benjoin";441-38-3;
Benzothiazole;95-16-9;202-396-2
Phénylacétonitrile;140-29-4;205-410-5
"Chlorure de N-benzyl N,N-diméthyl N-octadécyl ammonium";122-19-0;204-527-9
"Chlorure de benzylmagnésium";6921-34-2;230-039-0
(1S,2R,4R,5R,6E)-5-Chloro-6-{[(méthylcarbamoyl)oxy]imino}bicyclo[2.2.1]heptane-2-carbonitrile;15271-41-7;
Diépoxybutane;1464-53-5;215-979-1
4-Biphénylol;92-69-3;202-179-2
"Phénylphénate de sodium (ortho-)";132-27-4;205-055-6
1,4-Diisopropylbenzène;100-18-5;202-826-9
"Éther dibutylique du diéthylène glycol";112-73-2;204-001-9
"Bis(2-chloréthylthioéthyl) éther";63918-89-8;
"Bis(2-chloroethoxy)éthane, 1,2-";112-26-5;203-952-7
"Bis(2-chloroéthylthio)éthane, 1,2-";3563-36-8;
Bis(2-chloroéthylthio)méthane;63869-13-6;
1,4-Bis[(2-chloroéthyl)sulfanyl]butane;142868-93-7;
1,5-Bis[(2-chloroéthyl)sulfanyl]pentane;142868-94-8;
"Bis(2-chloroéhylthio)-n-propane, 1,3-";63905-10-2;
Bis(2-chloroéthylthiométhyl)éther;63918-90-1;
"Phosphate de bis(2-éthylhexyle) et de phényle";16368-97-1;240-424-5
"Diéthanolamine de l'acide laurique";120-40-1;204-393-1
"Bis(2-méthylstyryl)benzène, 4-";13280-61-0;236-285-5
"Sulfure de bis(3-tert-butyl-4-hydroxy-6-méthylphényl)";96-69-5;202-525-2
Bis(chlorométhyl)cétone;534-07-6;208-585-6
3,3-Bis(chlorométhyl)oxétane;78-71-7;
3,6-Bis(diméthylamino)acridine;494-38-2;
1,3-Bis(trifluorométhyl)benzène;402-31-3;206-939-4
1,3-Bis(tris(hydroxyméthyl)méthylamino)propane;64431-96-5;
"Pimélate de bis[(benzo-15-couronne-5)-15-ylméthyl]";69271-98-3;
"Bisbuténylène tétrahydrofurfural";126-15-8;204-773-7
Bismuth;7440-69-9;231-177-4
"Acétate de bismuth";22306-37-2;244-904-5
"Germanate bismuth";12233-73-7;235-458-2
"Hydroxyde de bismuth";10361-43-0;233-790-2
"Iodure de bismuth";7787-64-6;
"Nitrate de bismuth";10361-44-1;233-791-8
"Trioxyde de bismuth";1304-76-3;215-134-7
"Oxychlorure de bismuth";7787-59-9;232-122-7
"Nitrate  de bismuth pentahydraté";10035-06-0;600-076-0
Bitoscanate;4044-65-9;
"Borane diméthylsulfure";13292-87-0;236-313-6
"Borane - tétrahydrofurane (1:1)";14044-65-6;237-881-8
Borate;14213-97-9;
"Borate de tri-n-butyle";688-74-4;211-706-5
"Carbure de bore";12069-32-8;235-111-5
"Trifluorure de bore dihydraté";13319-75-0;603-716-7
"Éthoxyéthane - trifluoroborane (1:1)";109-63-7;203-689-8
"Trifluorure de bore-éther diméthylique";353-42-4;206-532-1
"Toxine botulique-A";93384-43-1;
"Toxine botulique-B";93384-44-2;
"Toxine botulique F";107231-15-2;
1-Dodécanol;9002-92-0;500-002-6
Érioglaucine;2650-18-2;220-168-0
3-Bromo-1-chloro-5,5-diméthyl-2,4-imidazolidinedione;126-06-7;204-766-9
"Bromo-2-chloro-1,1,2-trifluoroéthane, 1-";354-06-3;
1-Bromo-3-chloro-5,5-diméthyl-2,4-imidazolidinedione;16079-88-2;240-230-0
1-Bromo-3-méthylbutane;107-82-4;203-522-9
2-Bromo-1,1-diéthoxyéthane;2032-35-1;217-989-1
1-Bromo-3-méthoxybenzène;2398-37-0;219-264-5
1-Bromo-3-chlorobenzène;108-37-2;203-575-8
1-Bromo-4-chlorobenzène;106-39-8;203-392-3
(1S,2R)-2-Bromocyclohexanol;16536-57-5;
1-Bromodécane;112-29-8;203-955-3
1-Bromododécane;143-15-7;205-587-9
2-Bromoéthanol;540-51-2;208-748-1
Bromoéthylmagnésium;925-90-6;213-127-3
"Bromo-1 hexane";111-25-1;203-850-2
2-Bromomesitylène;576-83-0;
"Bromomethyl-1,3-dioxolane, 2-";4360-63-8;
Bromonaphthalène;90-11-9;201-965-2
Bromonitrométhane;563-70-2;
"Bromure d'octyle normal";111-83-1;203-912-9
1-Bromopyrène;1714-29-0;626-844-5
N-Bromosuccinimide;128-08-5;204-877-2
"Bleu de bromothymol";76-59-5;
Bromotrifluoroéthylène;598-73-2;
Bromo(triméthyl)silane;2857-97-8;220-672-0
"Bromure de tétrabutylammonium";1643-19-2;216-699-2
"1,4-Dinitrate de butanediol";3457-91-8;
"Acide butanephosphonique";3321-64-0;
"Butyrate de butyle";109-21-7;203-656-8
"Butanol, sel d'aluminium 2-";2269-22-9;218-871-2
1-Butanol-d10;34193-38-9;
"Thiocyanate de 2-(2-butoxyéthoxy)éthyle";112-56-1;203-985-7
"Butoxypolypropylène glycol";9003-13-8;500-003-1
"Chlorure de 3,3-diméthylbutyryle";1694-31-1;216-904-5
"Bromo-1 butane";109-65-9;203-691-9
"Isocyanate de tert-butyle";1609-86-5;216-544-9
"Lévulinate de butyle";2052-15-5;218-143-4
"Butyllithium normal";109-72-8;203-698-7
2-Méthyl-2-[(2H3)méthyloxy]propane;29366-08-3;686-114-7
"Butyl-2-méthylcyclopropane, T-1-";38851-70-6;
Butylcyclohexane;1678-93-9;216-837-1
p-tert-Butylcyclohexanone;98-53-3;202-678-5
"Carbonate de butylène";4437-85-8;403-780-4
sec-Butyllithium;598-30-1;209-927-7
4-tert-Butylcatéchol;98-29-3;202-653-9
"Butyrate de sodium";156-54-7;205-857-6
"Versamid 125";68410-23-1;614-452-7
"Tétrahydrate de cadmium";10022-68-1;233-710-6
"Dichlorure de calcium dihydraté";10035-04-8;600-075-5
"Chlorure de calcium hexahydraté";7774-34-7;
"Chlorure de calcium, hydrate (2:1:1)";22691-02-7;607-129-7
"Calcium hydride";7789-78-8;232-189-2
"Phosphate d'hydroxyde de calcium";12167-74-7;235-330-6
"Calcium métasilicate";10101-39-0;233-250-6
"Monohydrogénophosphate de calcium dihydraté";7789-77-7;
"Dinitrite de calcium";13780-06-8;237-424-2
"Oxalate de calcium";563-72-4;
"Oxalate de calcium, monohydraté";5794-28-5;
"Phosphate de calcium";10103-46-5;231-840-8
"Sulfure de Calcium";20548-54-3;243-873-5
"Trifluorométhanesulfonate de calcium";55120-75-7;
"Nitrate de Calcium";13477-34-4;603-865-8
"Acide camphorsulfonique, (1R)-(-)-10-";35963-20-3;252-817-9
Cantharidine;56-25-7;
"Chlorure d'octanoyle";111-64-8;203-891-6
CAPSO;73463-39-5;
"Chlorure de carbachol";51-83-2;
Tirpate;26419-73-8;
"Carbéthoxyéthylidine (triphénylphosphorane)";5717-37-3;
5,5'-Carbonylbis(2-benzofurane-1,3-dione);2421-28-5;219-348-1
"Nitrate de ammonium et de cérium(4+) (6:2:1)";16774-21-3;240-827-6
"Sulfate cérique d'ammonium";7637-03-8;
"Acétate de cérium";537-00-8;208-654-0
"Chlorure de cérium";7790-86-5;232-227-8
"Fluorure de cérium";7758-88-5;231-841-3
"Trihydroxyde de cérium";15785-09-8;239-881-3
"Nitrate de cérium hexahydrate";10294-41-4;600-370-9
"Oxalate de cérium(3+) (3:2)";139-42-4;205-362-5
"Sulfate cérique";13590-82-4;237-029-5
"Trioxyde de Cérium";1345-13-7;215-718-1
"Trisulfate de dicérium";13454-94-9;236-644-6
"Cerium(IV) hydroxide";12014-56-1;234-599-7
"Nitrate de cérium(IV)";13093-17-9;236-007-2
"Nitrate de Cérium(III)";10108-73-3;233-297-2
"Carbonate de césium";534-17-8;208-591-9
"Chlorure de césium";7647-17-8;231-600-2
"Fluorure de césium";13400-13-0;236-487-3
"Métaborate de césium";92141-86-1;
"Nitrate de césium";7789-18-6;232-146-8
"Nitrate de césium";13454-83-6;
"Oxyde de dicésium";20281-00-9;243-679-0
Chloramphénicol;56-75-7;200-287-4
"Polyoléfines chlorées";68410-99-1;
Chlorhydrine;96-24-2;202-492-4
4-Chloro-1-butanol;928-51-8;
4-Chloro-2-nitrophénol;89-64-5;201-927-5
2-Chloro-4-nitrophénol;619-08-9;210-578-8
"Chloroacétaldéhyde diméthyl acétal";97-97-2;202-624-0
2-Chlorobenzotrifluoride;88-16-4;
"4-Chlorobutyryl chloride";4635-59-0;225-059-1
trans-2-Chlorocyclohexanol;6628-80-4;
Chlorocyclohexène;930-65-4;
"Chlorodécane, 1-";1002-69-3;213-691-0
Chlorodiéthylaluminum;96-10-6;202-477-2
"Chlorure de 2-chloroéthanesulfonyle";1622-32-8;216-594-1
"Chloroéthyl chloroformate";627-11-2;210-982-4
"2-Chloroéthyl phényl sulfide";5535-49-9;
1-Chloro-2-[(chlorométhyl)sulfanyl]éthane;2625-76-5;
Chloroforme-d;865-49-6;212-742-4
"3-Acide chloroperoxybenzoïque";937-14-4;213-322-3
"2-Chlorophényl thiourée";5344-82-1;
"Mélange chloropicrine/bromure de méthyle";8004-09-9;
3-Chloropropanol;627-30-5;210-992-9
3-Chloropropionitrile;542-76-7;
2-Chloropropylène;557-98-2;
3-Chloropropyl-n-octylsulfoxide;3569-57-1;
"Méthylphosphonochloridate d'isopropyle";1445-76-7;
Chlorosoman;7040-57-5;
"Chlorotrifluoroéthène, homopolymère";9002-83-9;
Chlorthiophos;21923-23-9;244-663-6
"Toxine cholérique";9012-63-9;
Chromate;13907-45-4;
"Triacétate de chrome (III)";1066-30-4;213-909-4
"Sulfate chromique";10101-53-8;233-253-2
"Dioxo(dioxydo)chrome de fer(2+)";1308-31-2;215-159-3
"Nitrate de chrome";10103-47-6;
"Perchlorate de chrome(3+), hydrate (3:1:3)";13537-21-8;236-905-4
"Hydroxyde d'acétate de chrome(III)";39430-51-8;254-447-3
"Fluorure de chrome(III)";7788-97-8;232-137-9
"Trinitrate de chrome(III)";13548-38-4;236-921-1
Hydroxy(oxo)chrome;20770-05-2;244-018-9
"Sulfate de chrome(III)potassium (1:1:2), dodécahydraté";7788-99-0;
"Dihydroxyde de chrome(2+)";12626-43-6;235-725-3
"Hydrocarbonyle de Cobalt";16842-03-8;
"Nitrite de cobalt";32486-57-0;
"Cobalt tetraphenylporphine";14172-90-8;238-018-8
"Chlorure de cobalt(II) hexahydraté";7791-13-1;
"Diperchlorate de cobalt(2+)";13478-33-6;629-574-6
"Sulfate de cobalt(II) hydraté";60459-08-7;
Fluomine;62207-76-5;
"Bromure de cobalt(II)";7789-43-7;232-166-7
Colchicine;64-86-8;200-598-5
Glycyl-L-cystéinyl-L-cystéinyl-L-séryl-L-α-aspartyl-L-prolyl-N5-(diaminométhylène)-L-ornithyl-L-cystéinyl-L-alanyl-L-tryptophyl-N5-(diaminométhylène)-L-ornithyl-L-cystéinamide;156467-85-5;689-006-8
"Sulfure de cuivre (I)";22205-45-4;244-842-9
"Acétate de cuivre(II) monohydraté";6046-93-1;
"Dichlorure de cuivre dihydraté";10125-13-0;600-176-4
"Oxalate de cuivre(II)";814-91-5;
"Diperchlorate de cuivre";17031-32-2;
"Sulfure de cuivre (II)";1317-40-4;215-271-2
"Crésyl violet acétate";10510-54-0;
1-(4-sec-Butylphénoxy)-3-(2,2,3,3-tétrafluoropropoxy)-2-propanol;308362-88-1;
"Méthylcarbamate de 3-(1-méthyléthyl)phénol";64-00-6;
"Dinitrate de cuivre";19004-19-4;606-197-5
"Nitrite de cuivre(1+)";14984-71-5;239-068-3
"Acide cyanique";420-05-3;
Cyanoacétamide;107-91-5;203-531-8
Cyanophos;2636-26-2;220-130-3
"Fluorure cyanurique";675-14-9;
"Acide cyclohexanediamine-1,2 tétraacétique (trans-)";13291-61-7;236-308-9
1,2-Cyclohexanediamine;694-83-7;211-776-7
"Hydrogénométhylphosphonate de cyclohexyle";1932-60-1;631-573-0
"Acide 3-(cyclohexylamino)-1-propanesulfonique";1135-40-6;214-492-1
2-Cyclohexyléthanol;4442-79-9;224-672-1
1,5-Cyclooctadiène;111-78-4;203-907-1
Cyclooctane;292-64-8;206-031-8
1,3,5,7-Cyclooctatétraène;629-20-9;
cis-Cyclooctène;931-87-3;213-243-4
Cyclopropane;75-19-4;
Cyclotol;8065-53-0;
"Cytidine monophosphate";63-37-6;200-556-6
"Carbonate d'aluminium et de sodium (2:1:1)";12011-76-6;
"Décafluoro-1,1,1,2,3,4,4,5,5,5 pentane";138495-42-8;420-640-8
Décanal;112-31-2;203-957-4
Décahydronaphthalène-cis;493-01-6;
Décahydronaphthalène-trans;493-02-7;
"Décène, 1-, homopolymère, hydrogéné";68037-01-4;500-183-1
Deuterium;7782-39-0;231-952-7
"Chlorure de deutérium";7698-05-7;
"Di(éthylène glycol) diacrylate";4074-88-8;
"Diacétate de dibutylétain";1067-33-0;213-928-8
Diacétoxyscirpénol;2270-40-8;218-873-3
"Péroxyde de diacétyle";110-22-5;203-748-8
